taxa,mean,median,max,min,sd,se
Aquisphaera,0.0010110648118193126,0.00115013349763812,0.00357304201404575,0,9.319063969073435e-4,1.256582329247093e-4
Aquitalea,2.340919821286681e-5,0,6.5746219592373e-4,0,1.0935392635132069e-4,1.4745280421175183e-5
Archangium,2.097670549275091e-5,0,3.8091092126027e-4,0,8.007547955642403e-5,1.0797375460723847e-5
Arenimonas,5.691600620384364e-6,0,3.1303803412114e-4,0,4.2210039910047256e-5,5.691600620384364e-6
Asaia,5.725704249778764e-4,0,0.0314913733737832,0,0.004246295919476647,5.725704249778764e-4
Asticcacaulis,3.439294685140513e-5,0,2.6366341481788e-4,0,6.489837707489168e-5,8.750895379595919e-6
Atopobium,2.703063415557091e-6,0,1.4866848785564e-4,0,2.0046454812978133e-5,2.703063415557091e-6
Azospira,4.749260870613819e-6,0,1.3535986386665e-4,0,2.4690616765629494e-5,3.3292820855040047e-6
BD1.7.clade,1.4229001550961164e-6,0,7.82595085302864e-5,0,1.0552509977512002e-5,1.4229001550961162e-6
BacC.u.018,5.120320196205691e-5,0,6.1213132999443e-4,0,1.2327756099778952e-4,1.6622742933902726e-5
Bacillus,0.006038433552804458,0.00459977822497844,0.0255919291743875,2.3605319065229e-4,0.005044490267073871,6.801989288516734e-4
Bacteroides,1.0547521859739055e-6,0,5.80113702285648e-5,0,7.822251565880522e-6,1.0547521859739057e-6
Bauldia,0.0012177350808744213,0.0012033924205379,0.00266754296097269,1.6779931202282e-4,4.392383777208528e-4,5.9226890769595304e-5
Bdellovibrio,1.4518891064075812e-4,1.2255402589975e-4,4.4035228182546e-4,0,1.273852097034601e-4,1.7176618172384808e-5
Beijerinckia,5.871118586234546e-6,0,3.229115222429e-4,0,4.354138077679187e-5,5.871118586234546e-6
Belnapia,1.3814396673493272e-6,0,7.5979181704213e-5,0,1.0245030771010015e-5,1.381439667349327e-6
Bifidobacterium,3.084452304085818e-6,0,1.6964487672472e-4,0,2.2874910511079976e-5,3.084452304085818e-6
Blastococcus,2.734512106143642e-4,0,0.0022121174880177,0,6.021384854261386e-4,8.119233681162551e-5
Blastomonas,3.088230122895691e-5,0,9.7824385662858e-4,0,1.6235043359849805e-4,2.189132800059102e-5
Blautia,7.576202375238182e-6,0,2.2619316896629e-4,0,3.9509934698720364e-5,5.327518507961789e-6
Bradyrhizobium,0.0019831579011380662,0.00178041543026706,0.0051628718939197,0,0.0010255399818091748,1.3828378293726028e-4
Brevibacillus,1.8805252855694526e-5,0,1.6332159837404e-4,0,4.8128944145740495e-5,6.48970550471186e-6
Brucella,8.438017487791091e-6,0,4.6409096182851e-4,0,6.257801252704304e-5,8.438017487791091e-6
Bryobacter,0.02173754899876014,0.0212282452056313,0.0456792227714334,0.00549215567110091,0.008828708682718948,0.0011904628359234292
Burkholderia.Caballeronia.Paraburkholderia,0.004407878845561275,0.00380696450565446,0.0124982446285634,4.7268552907016e-4,0.0026085395689318842,3.517354037207602e-4
Byssovorax,6.177987829363982e-7,0,3.39789330615019e-5,0,4.581718399342458e-6,6.177987829363982e-7
CL500.29.marine.group,5.7373019628495004e-5,0,0.00156519017060573,0,2.686264563426901e-4,3.622158398404595e-5
Caedibacter,2.898131508102542e-6,0,1.0241284666748e-4,0,1.567828015117492e-5,2.114058864316462e-6
Caenimonas,2.0565686196428128e-4,1.2036832708086e-4,0.00112125265559839,0,2.732186339688162e-4,3.684079308883415e-5
Caldicoprobacter,1.0584362662602273e-6,0,5.82139946443125e-5,0,7.84957343652628e-6,1.058436266260227e-6
Candidatus.Alysiosphaera,2.9064568376066727e-5,0,7.0433557677257e-4,0,1.2136304177126126e-4,1.636458921406101e-5
Candidatus.Amoebophilus,1.4216176964979854e-6,0,4.10694484373075e-5,0,7.395448917584481e-6,9.97202128617878e-7
Candidatus.Armantifilum,2.073318464678e-6,0,1.1403251555729e-4,0,1.5376141261012487e-5,2.073318464678e-6
Candidatus.Berkiella,2.893190973865783e-5,0,4.0515902491728e-4,0,6.627849246105497e-5,8.936990100302859e-6
Candidatus.Brownia,1.493679867062491e-6,0,8.2152392688437e-5,0,1.1077426370314097e-5,1.493679867062491e-6
Candidatus.Finniella,1.0281507680286237e-6,0,5.65482922415743e-5,0,7.624970170360123e-6,1.0281507680286237e-6
Candidatus.Koribacter,0.03738735233896728,0.0372314552087556,0.0829363967497899,0.00526706732392464,0.018309716367126864,0.002468881651291581
Candidatus.Megaira,3.4513280421384418e-6,0,7.40233543683032e-5,0,1.3126677865019622e-5,1.7700008822391026e-6
Candidatus.Nitrocosmicus,6.555356193684569e-4,4.3499752842313e-4,0.00345872643528586,0,6.831507358856521e-4,9.211602643515385e-5
Candidatus.Nitrososphaera,5.972901072044462e-5,0,5.5679287305122e-4,0,1.307438518559098e-4,1.7629497387833777e-5
Candidatus.Nitrosotalea,1.8820364157951986e-4,0,0.00306773728639078,0,4.6932188956252735e-4,6.328335067880896e-5
Candidatus.Nostocoida,2.23340428581896e-4,0,0.00163204747774481,0,4.5392432507451844e-4,6.120714350679206e-5
Candidatus.Nucleicultrix,3.489215419535071e-6,0,9.12408759124088e-5,0,1.5383142084762502e-5,2.0742624555598782e-6
Candidatus.Obscuribacter,1.1475522710059436e-6,0,6.31153749053269e-5,0,8.51047541609747e-6,1.1475522710059434e-6
Candidatus.Ovatusbacter,2.242927800747547e-5,0,3.1640268756165e-4,0,5.446475277562261e-5,7.3440257660838495e-6
Candidatus.Paracaedibacter,1.0402426191667815e-5,0,1.1045190608432e-4,0,2.8181284508568495e-5,3.799963627942875e-6
Candidatus.Profftella,7.467172443146818e-7,0,4.10694484373075e-5,0,5.537803297574786e-6,7.467172443146818e-7
Candidatus.Protochlamydia,9.921323901461417e-7,0,5.45672814580378e-5,0,7.357850730800421e-6,9.921323901461417e-7
Candidatus.Saccharimonas,8.999574080258386e-6,0,3.8916881733644e-4,0,5.3159465443886595e-5,7.1680208581775625e-6
Candidatus.Soleaferrea,9.486614013698422e-6,0,2.1638209143126e-4,0,3.951232838538886e-5,5.327841272606325e-6
Candidatus.Solibacter,0.02204210252289461,0.0212753336628769,0.0491476689258575,0.0106919011920855,0.006335611400312101,8.542936669421934e-4
Candidatus.Symbiothrix,1.258297502304437e-5,0,2.9506648831536e-4,0,4.6715136494258464e-5,6.2990677198761275e-6
Candidatus.Turbabacter,6.927198606247637e-7,0,3.8099592334362e-5,0,5.137347982346491e-6,6.927198606247638e-7
Candidatus.Udaeobacter,0.01947134769207666,0.0163429038368681,0.0649553920801377,4.1949828005705e-4,0.0148928214981153,0.00200814764114379
Candidatus.Xiphinematobacter,0.012731041088116032,0.0114172818966414,0.0447471572165949,8.809463881198e-4,0.008148962612665848,0.0010988058945354832
Caryophanon,2.0556129316942818e-4,0,0.00182294867068125,0,3.3068338852029424e-4,4.4589339011852244e-5
Catellatospora,1.1251125112511091e-5,0,6.1881188118811e-4,0,8.344057703752878e-5,1.1251125112511091e-5
Catenulispora,0.0017848999801952225,0.00175976272862086,0.00435332116275804,2.2508834717626e-4,8.571398172162524e-4,1.1557670937579317e-4
Caulobacter,5.293656120317091e-6,0,2.9115108661744e-4,0,3.925880451070031e-5,5.293656120317092e-6
Cavicella,1.3978218441114128e-6,0,7.68802014261277e-5,0,1.0366524245528328e-5,1.3978218441114126e-6
Cedecea,2.0808238971560165e-6,0,5.86946313977148e-5,0,1.0814135004911515e-5,1.458177666594055e-6
Cellulosilyticum,2.1609836239955874e-6,0,8.0245551387245e-5,0,1.1920358191723423e-5,1.6073407706745026e-6
Cephaloticoccus,9.551949871367074e-7,0,5.25357242925189e-5,0,7.08391561848461e-6,9.551949871367074e-7
Chitinophaga,1.4121495291914514e-4,0,0.00199471985919625,0,3.4725525981398346e-4,4.682388968124501e-5
Christensenellaceae.R.7.group,1.2408934263489512e-5,0,4.1309308364151e-4,0,6.337808236387347e-5,8.545898882581504e-6
Chryseobacterium,1.2236965246360001e-5,0,1.9101466992665e-4,0,4.062772233951214e-5,5.478240962698775e-6
Chryseolinea,1.3096049290255455e-5,0,7.2028271096405e-4,0,9.712290093332273e-5,1.3096049290255455e-5
Chthoniobacter,2.0205741818880672e-4,0,0.0033064642354046,0,5.586148505239046e-4,7.5323611078628207e-05
Chthonomonas,3.805504017634628e-4,3.3613445378151e-4,0.0012124767771585,0,3.029757318017938e-4,4.08532393420939e-5
Chujaibacter,2.6980995261461816e-6,0,1.4839547393804e-4,0,2.000964162383884e-5,2.6980995261461816e-6
Chungangia,3.4264479294244744e-5,0,4.0965138666994e-4,0,8.620246151830023e-5,1.1623537539926188e-5
Citricoccus,1.2701868989294e-5,0,6.9860279441117e-4,0,9.419958158168947e-5,1.2701868989294e-5
Citrifermentans,4.219256561516909e-6,0,1.1802659532614e-4,0,2.1923509655141013e-5,2.9561654388415263e-6
Cloacibacterium,1.164696063008525e-5,0,5.2437285007131e-4,0,7.138046246602287e-5,9.624939595431046e-6
Clostridium.sensu.stricto.1,3.904105448930498e-5,0,2.5572428987331e-4,0,7.510141636617396e-5,1.0126672916973832e-5
Clostridium.sensu.stricto.10,7.111300745797636e-6,0,3.9112154101887e-4,0,5.273881783226669e-5,7.111300745797636e-6
Clostridium.sensu.stricto.12,5.395198273536545e-6,0,2.9673590504451e-4,0,4.0011861273782864e-5,5.395198273536546e-6
Clostridium.sensu.stricto.13,2.1985309512108306e-5,0,2.8675597066896e-4,0,5.549981125719691e-5,7.48359302326761e-6
Clostridium.sensu.stricto.18,1.4973702435098363e-6,0,8.2355363393041e-5,0,1.1104794934539712e-5,1.4973702435098363e-6
Clostridium.sensu.stricto.3,1.7447991439728618e-5,0,2.1342646488164e-4,0,4.864019141630804e-5,6.55864207261213e-6
Clostridium.sensu.stricto.7,1.367115673024211e-6,0,7.51913620163316e-5,0,1.0138801185966922e-5,1.367115673024211e-6
Clostridium.sensu.stricto.8,1.2291060429420653e-5,0,2.5394061417351e-4,0,4.459756109647478e-5,6.013533911487866e-6
Cohnella,1.9811098470190854e-4,1.8716077110237e-4,7.4402061481508e-4,0,2.1466665217616883e-4,2.894564547452353e-5
Collimonas,1.0678138037815819e-5,0,5.8729759207987e-4,0,7.919119116104833e-5,1.0678138037815819e-5
Collinsella,3.4131097292985546e-6,0,7.40233543683032e-5,0,1.4467400430790621e-5,1.950783876127937e-6
Comamonas,6.824863851199114e-5,0,0.00113264535615404,0,2.193702877683852e-4,2.9579883568393427e-5
Conexibacter,0.013622525829321844,0.0122833843017329,0.0413385112328966,0.00114795057059896,0.00820184856704476,0.0011059370351691833
Coprococcus,2.355288548082364e-6,0,1.2954087014453e-4,0,1.7467287366962166e-5,2.355288548082364e-6
Corallococcus,9.551949871367074e-7,0,5.25357242925189e-5,0,7.08391561848461e-6,9.551949871367074e-7
Corynebacterium,6.049892708933818e-6,0,3.3274409899136e-4,0,4.4867205155086064e-5,6.049892708933818e-6
Coxiella,8.99320938189363e-6,0,2.0974914002852e-4,0,3.2819210158058726e-5,4.425341394943086e-6
Craurococcus.Caldovatus,9.394444321536953e-4,6.8848847273585e-4,0.0035604037649376,0,9.032143189212968e-4,1.2178939391831383e-4
Cronobacter,1.1343548829251238e-6,0,6.23895185608818e-5,0,8.412600966578881e-6,1.1343548829251238e-6
Crossiella,9.963658592084073e-5,0,8.6552836572507e-4,0,2.0384002514898064e-4,2.748578338398931e-5
Cupriavidus,4.5184240631881983e-4,3.6090111309501e-4,0.00282748393475037,0,5.432085807725885e-4,7.324623008914642e-5
Curtobacterium,2.1412314843914545e-5,0,0.0011776773164153,0,1.5879797695065505e-4,2.1412314843914545e-5
Curvibacter,6.319281558447473e-5,0,0.00243647754959972,0,3.474211164111849e-4,4.684625378024937e-5
Cutibacterium,0,0,0,0,0,0
DEV008,3.274012322563818e-6,0,1.8007067774101e-4,0,2.4280725233330344e-5,3.274012322563818e-6
DEV114,2.8647607822432724e-6,0,1.5756184302338e-4,0,2.1245634579163546e-5,2.8647607822432724e-6
Dactylosporangium,4.069160643140631e-4,0,0.00273111832108095,0,5.935689024561395e-4,8.003681447967736e-5
Deefgea,8.181519525626e-6,0,3.1462371004278e-4,0,4.5871968013828155e-5,6.185374905168236e-6
Delftia,1.1697360145538908e-5,0,3.2873109796186e-4,0,6.078600301813199e-5,8.196382974902961e-6
Desulfitobacterium,1.8196375282043635e-6,0,1.0008006405124e-4,0,1.3494793083731693e-5,1.8196375282043635e-6
Desulfosporosinus,4.815185758784404e-6,0,1.3198084392322e-4,0,2.1564384493069523e-5,2.9077410118663884e-6
Desulfovibrio,1.7755472039047473e-5,0,5.2437285007131e-4,0,8.057877772393354e-5,1.086524017178643e-5
Dinghuibacter,1.0278738741758313e-5,0,2.1521364845828e-4,0,3.950981088405162e-5,5.327501812795262e-6
Diplorickettsia,1.1141275081795527e-6,0,6.12770129498754e-5,0,8.26259074059286e-6,1.1141275081795527e-6
Dokdonella,2.6397627203311557e-5,0,3.1303803412114e-4,0,7.357361973446365e-5,9.920664861179654e-6
Dongia,2.9297039292198784e-4,0,0.00274607783555045,0,6.352306773094342e-4,8.565448705489054e-5
Dorea,2.355288548082364e-6,0,1.2954087014453e-4,0,1.7467287366962166e-5,2.355288548082364e-6
Duganella,1.911615552560691e-5,0,5.8729759207987e-4,0,1.0001855155691808e-4,1.348649874068937e-5
Dyadobacter,6.989109220557073e-7,0,3.84401007130639e-5,0,5.183262122764171e-6,6.989109220557073e-7
Dyella,6.661599900663936e-4,4.5472734548364e-4,0.00298478534741739,0,6.007497371535777e-4,8.100507803275418e-5
Edaphobacter,0.01069097046912686,0.0108183632734531,0.021984936247386,8.3282688455218e-4,0.0039467267923599565,5.321765321178151e-4
Edaphobaculum,7.74498321080228e-5,0,0.00114795057059896,0,2.080000856265378e-4,2.8046725824350874e-5
Ellin516,6.554602742558966e-4,4.0774719673802e-4,0.00446079198622633,0,7.351073101762027e-4,9.912184948330393e-5
Ellin517,2.551786371133958e-5,0,7.653003803993e-4,0,1.2798698668836002e-4,1.7257761764475423e-5
Ellin6055,3.3397809608886784e-4,0,0.00229153646573111,0,5.388494913080992e-4,7.265845058566169e-5
Ellin6067,0.0012599922246416982,8.0758359451612e-4,0.00716028011645291,0,0.0013950863555831552,1.8811340581170177e-4
Elusimicrobium,1.3577099905674235e-6,0,3.79895908521065e-5,0,7.054776179618884e-6,9.512658260016015e-7
Endobacter,1.1873732314575654e-4,0,0.0058124074003723,0,7.858457904237183e-4,1.0596342476419773e-4
Endomicrobium,4.99516488305628e-6,0,1.5736879376819e-4,0,2.3693994413342748e-5,3.1948975549361013e-6
Ensifer,6.600358984823037e-5,0,6.677739157235e-4,0,1.6327765215781148e-4,2.2016354125623516e-5
Enterobacter,1.398413150677269e-6,0,7.69127232872498e-5,0,1.0370909492387442e-5,1.398413150677269e-6
Enterococcus,8.629014956558439e-6,0,2.3204548091425e-4,0,4.0166385042699054e-5,5.416034254286665e-6
Enterorhabdus,6.854338453524164e-7,0,3.76988614943829e-5,0,5.083313446906753e-6,6.854338453524164e-7
Ereboglobus,2.5035944463121816e-6,0,1.3769769454717e-4,0,1.8567153345041506e-5,2.5035944463121816e-6
FCPS473,4.0339698517264104e-4,2.1319895338695e-4,0.00332174717052206,0,5.810650923633193e-4,7.835080107070819e-5
FFCH5858,6.0473256591583635e-6,0,3.3260291125371e-4,0,4.484816740442504e-5,6.0473256591583635e-6
Faecalibacterium,4.761411129977449e-6,0,8.99232055824326e-5,0,1.7583723039451012e-5,2.3709887309579225e-6
Ferrovum,1.2352913487699156e-4,0,0.00115768463073852,0,1.9930154710199336e-4,2.687381512897506e-5
Ferruginibacter,1.4481028501249272e-5,0,4.0515902491728e-4,0,7.52445509411367e-5,1.0145973179124556e-5
Fictibacillus,1.612037971711018e-5,0,2.6016985374737e-4,0,5.5020211603434134e-5,7.418923819146754e-6
Fimbriiglobus,1.0389815883601036e-5,0,2.6389203046068e-4,0,4.66346142622472e-5,6.288210104326682e-6
Fimbriimonas,1.5805147453798546e-5,0,2.259190798932e-4,0,5.1452284012327905e-5,6.937824560906229e-6
Flavihumibacter,3.984241934533491e-5,0,0.00101737361089372,0,1.732765647988893e-4,2.3364607231102845e-5
Flavisolibacter,7.498022689315623e-4,5.4663349166855e-4,0.00348203678669452,0,7.285488068451725e-4,9.823750107455488e-5
Flavitalea,3.3125941272174725e-5,0,7.8224308203774e-4,0,1.3066303989351627e-4,1.7618600705047556e-5
Flavobacterium,1.8397287730571917e-4,0,0.00432383784629833,0,7.373810601427859e-4,9.942844186625318e-5
Fluviicola,6.989109220557073e-7,0,3.84401007130639e-5,0,5.183262122764171e-6,6.989109220557073e-7
Fontibacillus,2.1381304781813456e-5,0,7.168899266724e-4,0,1.138178766739457e-4,1.534719935988649e-5
Fonticella,8.340627743583497e-6,0,3.0076544806532e-4,0,4.2974134444759076e-5,5.794631106426689e-6
Frateuria,5.6197933936420026e-5,0,7.6052680393248e-4,0,1.532710837791754e-4,2.066706872070242e-5
Fulvimonas,9.498370256299818e-6,0,2.9364879603993e-4,0,4.973995773790065e-5,6.7069345331640185e-6
G12.WMSP1,1.3417750709929566e-4,5.59847721419774e-5,0.00153692614770459,0,2.4190457280508923e-4,3.2618405942884096e-5
GOUTA6,3.6635056842646906e-5,0,0.00135551447935921,0,1.915353391082332e-4,2.582661985672425e-5
Ga0074140,1.0671751163220873e-6,0,5.86946313977148e-5,0,7.914382483134002e-6,1.0671751163220873e-6
Gaiella,0.005882230000321486,0.00390133400453058,0.0379558616371889,0,0.006858559389690751,9.248079594450964e-4
Gardnerella,3.229475780329611e-6,0,7.43342439278214e-5,0,1.3811846176322908e-5,1.8623889584880722e-6
Gemmata,7.568970190305241e-6,0,1.039825309348e-4,0,2.3902758292901004e-5,3.2230472707131954e-6
Gemmatimonas,0.0035806734200822072,0.00254246864288674,0.0143150544259602,5.0446255335661e-4,0.0029324437092657814,3.9541062909363787e-4
Gemmatirosa,2.3876782742271322e-5,0,3.2860957075374e-4,0,6.941188587986895e-5,9.35949678270438e-6
Geobacter,4.324961402725006e-5,0,0.00217521752175218,0,2.936044873842552e-4,3.9589621002611106e-5
Geodermatophilus,6.655766442133528e-4,6.2363579669473e-4,0.00272653440074255,0,6.199842487399946e-4,8.359865904597617e-5
Georgenia,2.056301536057091e-6,0,1.1309658448314e-4,0,1.5249940340719087e-5,2.056301536057091e-6
Geotalea,2.105920796318727e-6,0,1.1582564379753e-4,0,1.561792662360224e-5,2.1059207963187276e-6
Geothermomicrobium,4.315814181536785e-6,0,1.1738926279543e-4,0,1.9225642423718036e-5,2.5923850955676342e-6
Geothrix,2.0462577016023636e-6,0,1.1254417358813e-4,0,1.5175453270831296e-5,2.0462577016023632e-6
Granulicella,0.00264767894295654,0.00254956987472257,0.00656957270018691,2.2508834717626e-4,0.0012945544987439071,1.7455769300086268e-4
Gryllotalpicola,2.7930776363859816e-5,0,0.00153619270001229,0,2.0714018141306447e-4,2.7930776363859816e-5
H1,1.4306253978926891e-6,0,7.86843968840979e-5,0,1.0609801911452392e-5,1.4306253978926891e-6
HSB.OF53.F07,0.018397776038313277,0.0150108593284514,0.0682296862875513,0,0.014645077711178118,0.0019747418757279558
HT002,1.959492377217942e-6,0,7.51913620163316e-5,0,1.0974773754671704e-5,1.4798381911929723e-6
Haliangium,0.0049685678115813795,0.00426037442136742,0.0142931100456929,0.00178300934107549,0.0024870672883975675,3.353560847548937e-4
Hamadaea,3.7004354895761636e-5,0,5.5394254278728e-4,0,1.0910261134074643e-4,1.471139311206236e-5
Heliimonas,1.9139619422338184e-6,0,1.0526790682286e-4,0,1.419432166035312e-5,1.9139619422338184e-6
Herbaspirillum,1.650621190403509e-5,0,7.4313092793585e-4,0,1.0223322762421137e-4,1.3785125600683326e-5
Herminiimonas,1.1602274045712909e-5,0,6.3812507251421e-4,0,8.604476722468536e-5,1.1602274045712909e-5
Hirschia,2.3786760925527454e-5,0,8.7784455398744e-4,0,1.3086317205056002e-4,1.764558651959823e-5
Holophaga,6.13186232855269e-5,0,6.1763054463784e-4,0,1.1664609947721228e-4,1.5728556844882036e-5
Hungateiclostridium,1.823762531528182e-6,0,1.0030693923405e-4,0,1.3525384927141058e-5,1.8237625315281817e-6
Hyalangium,7.190041792117909e-7,0,3.95452298566485e-5,0,5.3322777060859425e-6,7.190041792117909e-7
Hymenobacter,3.7435806571926327e-6,0,1.1892626571525e-4,0,1.7853636469375186e-5,2.4073838504242946e-6
Hyphomicrobium,2.734523601807482e-5,0,5.47816559712e-4,0,9.213145271252426e-5,1.242300254946451e-5
IS.44,2.8647607822432724e-6,0,1.5756184302338e-4,0,2.1245634579163546e-5,2.8647607822432724e-6
Iamia,1.1222417104541447e-4,0,0.00146307425664573,0,2.5302942642478697e-4,3.411848089894888e-5
Ilumatobacter,1.4499988973300183e-5,0,5.6272086794066e-4,0,8.167369571588162e-5,1.1012878883702415e-5
Inquilinus,6.763570832566981e-4,5.7764186204553e-4,0.0016917145330081,1.1738926279543e-4,3.4148673557510446e-4,4.604606203155139e-5
Isosphaera,2.3884293021129384e-6,0,7.48643084409508e-5,0,1.2533719880576016e-5,1.6900464439274307e-6
JG30a.KF.32,5.08302791076658e-4,2.3844898108916e-4,0.00433429850907325,0,8.338332295731655e-4,1.1243404973910182e-4
JGI.0001001.H03,1.0125809712157037e-4,5.09683995922528e-5,9.9038872757557e-4,0,1.719176134114019e-4,2.3181366263395197e-5
JTB255.marine.benthic.group,1.8642675963444546e-5,0,6.6520582250743e-4,0,1.012043556957648e-4,1.3646392538153132e-5
Jatrophihabitans,0.005073494678948816,0.00480704520545311,0.0120232733458334,5.2437285007131e-4,0.0023731284440668076,3.1999257411948986e-4
Jonesia,2.6468280601585455e-6,0,1.4557554330872e-4,0,1.9629402255350155e-5,2.646828060158546e-6
KD3.10,1.9065255485445975e-5,0,1.4598540145985e-4,0,4.114503532492215e-5,5.547995431421551e-6
Kibdelosporangium,9.474490156634364e-6,0,3.0092081770216e-4,0,4.98318921286786e-5,6.719330963887646e-6
