taxa,mean,median,max,min,sd,se
Dysgonomonadaceae,2.4455249263333822e-5,0,7.0815957195688e-4,0,1.0213675040643922e-4,1.3772116615292761e-5
Eel.36e1D6,4.038207947921169e-6,0,1.4387712893189e-4,0,2.191007667505086e-5,2.9543541361756756e-6
Eggerthellaceae,2.5338540171955655e-6,0,9.42471537359572e-5,0,1.3987262611282851e-5,1.8860421057528293e-6
Elsteraceae,2.1056896091724127e-4,1.3583265417006e-4,0.00182941222755528,0,3.07522751031878e-4,4.146635929000199e-5
Elusimicrobiaceae,1.3577099905674235e-6,0,3.79895908521065e-5,0,7.054776179618884e-6,9.512658260016015e-7
Endomicrobiaceae,4.99516488305628e-6,0,1.5736879376819e-4,0,2.3693994413342748e-5,3.1948975549361013e-6
Enterobacteriaceae,6.775917994053208e-5,0,7.9282205979038e-4,0,1.4721281872360402e-4,1.9850172427256004e-5
Enterococcaceae,8.629014956558439e-6,0,2.3204548091425e-4,0,4.0166385042699054e-5,5.416034254286665e-6
Entotheonellaceae,1.820392336740522e-4,0,0.00463681995183109,0,7.068657552175081e-4,9.531375898952394e-5
Erwiniaceae,3.2491299332745715e-5,0,8.3149630660942e-4,0,1.2173566200971384e-4,1.641483331676416e-5
Erysipelotrichaceae,2.0417219250024624e-5,0,3.6864571206829e-4,0,5.696446913588328e-5,7.681087451340821e-6
FFCH9454,4.123125888490792e-6,0,9.30596139887212e-5,0,1.8260087480699498e-5,2.462189693610874e-6
Family.XI,1.1230276826323763e-6,0,6.17665225447807e-5,0,8.328596200904778e-6,1.1230276826323763e-6
Ferrovaceae,1.2352913487699156e-4,0,0.00115768463073852,0,1.9930154710199336e-4,2.687381512897506e-5
Fibrobacteraceae,2.134350232644182e-6,0,1.1738926279543e-4,0,1.582876496626806e-5,2.134350232644182e-6
Fimbriimonadaceae,1.9839125726238605e-4,1.8549434242255e-4,7.061753173143e-4,0,1.612919541614341e-4,2.1748602662413283e-5
Flavobacteriaceae,1.8569993766799688e-4,0,0.00438253247769604,0,7.433493338273372e-4,1.0023320372570667e-4
Fokiniaceae,7.047899285519219e-7,0,3.87634460703557e-5,0,5.226862001847023e-6,7.047899285519218e-7
Frankiaceae,0.005074176565319271,0.00480704520545311,0.0120232733458334,5.2437285007131e-4,0.0023732734430437024,3.200121257775458e-4
GW2011_GWC1_47_15,3.5277101633329088e-6,0,1.9402405898331e-4,0,2.616219877622151e-5,3.5277101633329088e-6
Gaiellaceae,0.005882230000321486,0.00390133400453058,0.0379558616371889,0,0.006858559389690751,9.248079594450964e-4
Geminicoccaceae,2.9064568376066727e-5,0,7.0433557677257e-4,0,1.2136304177126126e-4,1.636458921406101e-5
Gemmataceae,0.003043250468975779,0.00269873863303021,0.00897367448355169,0,0.0017568347700775981,2.3689155207139165e-4
Gemmatimonadaceae,0.011712412761601749,0.0102473843746944,0.0315580777765652,0.00223127667830811,0.006257206829336667,8.43721596748568e-4
Geobacteraceae,6.874153952526685e-5,0,0.00285028502850285,0,3.845089458084453e-4,5.1847175675988e-5
Geodermatophilaceae,0.0024863956760831827,0.00138498970615759,0.0131293269427717,0,0.0027876752066173524,3.758900481787218e-4
Gimesiaceae,1.370867690704831e-6,0,7.53977229887657e-5,0,1.0166626893813492e-5,1.370867690704831e-6
Gottschalkia,6.848400384880109e-7,0,3.76662021168406e-5,0,5.078909657337322e-6,6.848400384880109e-7
Haliangiaceae,0.0049685678115813795,0.00426037442136742,0.0142931100456929,0.00178300934107549,0.0024870672883975675,3.353560847548937e-4
Halieaceae,1.1437551568803063e-5,0,4.3042729691657e-4,0,6.155179676500735e-5,8.299642582666676e-6
Halobacteroidaceae,1.0698333734520854e-6,0,5.88408355398647e-5,0,7.934096645639805e-6,1.0698333734520854e-6
Holophagaceae,8.145604694100558e-5,0,7.1534694326748e-4,0,1.4053415022774725e-4,1.894962095098716e-5
Holosporaceae,1.5813526397712413e-5,0,1.8383103884962e-4,0,3.5095282893538797e-5,4.7322469799864855e-6
Hungateiclostridiaceae,7.992466253974475e-5,3.70988684845112e-5,3.9594253176967e-4,0,1.0235779629118579e-4,1.3801922436311602e-5
Hymenobacteraceae,1.3902382191606996e-5,0,3.8265019019965e-4,0,5.8496586012798654e-5,7.887678048879612e-6
Hyphomicrobiaceae,0.002089915436990023,0.00149650814765547,0.0132062920644858,2.1776213116539e-4,0.0022882041640903622,3.08541386543508e-4
Hyphomonadaceae,1.2838115608450418e-4,0,0.00477187296013685,0,7.084700883259747e-4,9.553008722173862e-5
Iamiaceae,1.1222417104541447e-4,0,0.00146307425664573,0,2.5302942642478697e-4,3.411848089894888e-5
Ilumatobacteraceae,0.0010573341462933742,8.7221979938944e-4,0.00782595085302864,0,0.0012947634172697186,1.745858635691363e-4
Inquilinaceae,6.763570832566981e-4,5.7764186204553e-4,0.0016917145330081,1.1738926279543e-4,3.4148673557510446e-4,4.604606203155139e-5
Intrasporangiaceae,0.001742722659480983,0.0013838436256703,0.00655047604060115,0,0.0014342715647526778,1.9339713833823886e-4
Isosphaeraceae,0.002466107677655751,0.00205431209892002,0.00726617234394455,0,0.001645477188679462,2.218760988588191e-4
JG30.KF.AS9,0.028696128042314067,0.0278541564654036,0.0865153279006597,0.00304136253041363,0.016281963336108495,0.0021954594883671795
JG30.KF.CM45,0.002224311747481721,0.00208516599876193,0.00605687695887092,0,0.0013512787850517023,1.822063942062709e-4
Jonesiaceae,2.6468280601585455e-6,0,1.4557554330872e-4,0,1.9629402255350155e-5,2.646828060158546e-6
KF.JG30.B3,3.3782903721114074e-4,0,0.00375450960651061,0,7.992080676910972e-4,1.0776519386337024e-4
KI89A.clade,6.957276185448182e-6,0,3.8265019019965e-4,0,5.159654112082749e-5,6.957276185448181e-6
Kineosporiaceae,1.1046436674045817e-5,0,4.4999217404914e-4,0,6.391652312119793e-5,8.618502219488056e-6
Koribacteraceae,0.03738735233896728,0.0372314552087556,0.0829363967497899,0.00526706732392464,0.018309716367126864,0.002468881651291581
Ktedonobacteraceae,0.04222034501751156,0.0370765487553809,0.123438106325184,7.5509690410269e-4,0.028890220402340135,0.003895556524358094
LWQ8,0.0010481674578510952,7.5332404233681e-4,0.00708696898939003,0,0.0010879537247631928,1.466996503203433e-4
Labraceae,1.8112990139996362e-5,0,8.6085459383315e-4,0,1.171694327016632e-4,1.5799123082471487e-5
Lachnospiraceae,1.6104756679002384e-4,6.16142945163278e-5,0.00176189277623962,0,2.70982578999726e-4,3.653928349830998e-5
Lactobacillaceae,2.654843526878478e-5,0,3.7503750375037e-4,0,6.882556414624227e-5,9.280437176270317e-6
Latescibacteraceae,2.1151711706914002e-5,0,6.4564094537486e-4,0,1.1057611021708354e-4,1.4910079660015603e-5
Legionellaceae,7.082382734392137e-5,0,4.7210638130458e-4,0,1.021422334078127e-4,1.3772855943047139e-5
Leptolyngbyaceae,1.655903557641618e-5,0,5.7764186204553e-4,0,8.918852625270184e-5,1.2026178426574168e-5
Leptospiraceae,1.4306253978926891e-6,0,7.86843968840979e-5,0,1.0609801911452392e-5,1.4306253978926891e-6
Longimicrobiaceae,6.826405636312853e-5,0,0.00239108531211934,0,3.2636208924496105e-4,4.4006655136433816e-5
M2PB4.65.termite.group,6.475854567867687e-6,0,1.5736879376819e-4,0,2.6412107918520312e-5,3.5614079052061404e-6
Magnetospirillaceae,4.711313574992218e-5,0,2.4645717806531e-4,0,7.148579104198023e-5,9.639142097715827e-6
Methanobacteriaceae,3.939966344038547e-6,0,1.1802659532614e-4,0,1.8377688410105624e-5,2.4780469996971057e-6
Methanomethylophilaceae,3.8112838494522762e-06,0,1.7703989298922e-4,0,2.4192784082847184e-5,3.262154340251697e-6
Methylacidiphilaceae,1.8549034948471978e-5,0,2.1319895338695e-4,0,4.720852350735409e-5,6.365596011150172e-6
Methylococcaceae,1.4916606365675074e-6,0,4.10761963442185e-5,0,7.749574256056474e-6,1.0449523795163914e-6
Methyloligellaceae,3.8001599542544675e-4,7.68802014261277e-5,0.00769802147342832,0,0.0014397212128968735,1.9413196874409682e-4
Micavibrionaceae,6.278227325806697e-6,0,9.7824385662858e-5,0,1.9290112738075206e-5,2.6010782709821475e-6
Microbacteriaceae,7.694428326079725e-4,3.6864571206829e-4,0.00569415427471222,0,0.0010456076994458364,1.4098971343137797e-4
Micrococcaceae,0.0019969624525442544,0.00126324522040801,0.0227057561221914,0,0.0032995672121353555,4.44913552121976e-4
Micromonosporaceae,0.012846991798303113,0.0111489191353082,0.0544526704424642,4.3779770243765e-4,0.009051620999842367,0.0012205203266326234
Micropepsaceae,0.00542217907580564,0.00455875090225278,0.0211953173136168,0.0016883362787175,0.0032378805656205134,4.365957264027509e-4
Microscillaceae,1.5508135552070123e-4,0,0.00136848278869723,0,2.669898576511003e-4,3.600090506149048e-5
Microtrichaceae,3.0385816928369286e-5,0,0.00107606824229144,0,1.5373922198608922e-4,2.073019246364544e-5
Mitochondria,4.499178961148591e-5,0,2.8675597066896e-4,0,7.348003639955616e-5,9.908046086874957e-6
Monoglobaceae,3.511132386805758e-6,0,9.7012029491657e-5,0,1.8241461459537374e-5,2.459678161429726e-6
Moraxellaceae,4.81210993587799e-4,0,0.0111586542495176,0,0.001775824210766351,2.3945208773151386e-4
Mycobacteriaceae,0.003314146948089591,0.00289950321844857,0.00825637814994522,0.00122324159021407,0.0014521244433500508,1.9580441999722325e-4
Myxococcaceae,0.008035048878158426,0.00817145191843405,0.0160766423357664,4.2128914478303e-4,0.0035181137521546483,4.743823615665409e-4
NS11.12.marine.group,7.153126989463437e-7,0,3.93421984420489e-5,0,5.304900955726189e-6,7.153126989463437e-7
NS9.marine.group,4.501766943525272e-6,0,2.4759718189389e-4,0,3.338599719582939e-5,4.501766943525272e-6
Nakamurellaceae,3.560516074760782e-5,0,5.6255217217725e-4,0,1.120631441234856e-4,1.5110591271050493e-5
Nannocystaceae,8.57532187467891e-6,0,3.1512368604677e-4,0,4.709262980401286e-5,6.349968907379569e-6
Neisseriaceae,2.0332276115606475e-6,0,5.61482313307131e-5,0,1.0563245255541565e-5,1.4243476996903236e-6
Nitrosomonadaceae,0.0016397639805317736,9.5248980835905e-4,0.0092346220065738,0,0.0019876121688359944,2.680095701718987e-4
Nitrososphaeraceae,0.001439096592608134,0.00107874865156419,0.0115056266977105,2.5948103792415e-4,0.0016294547471896407,2.1971563328906653e-4
Nitrosotaleaceae,5.101501500745618e-4,3.3590863285186e-4,0.00366481367099032,0,6.181401302704255e-4,8.334999816226628e-5
Nitrospiraceae,3.123812511288537e-4,0,0.00882346320930965,0,0.00137649822735638,1.8560698311291359e-4
Nocardiaceae,2.1837223513657516e-4,7.75268921407113e-5,0.00200613878468112,0,3.8413351352610666e-4,5.179655239736461e-5
Nocardioidaceae,5.42001426089549e-4,2.8281609412119e-4,0.00438253247769604,0,0.00079040777392019835,1.0657856249337502e-4
Nostocaceae,4.798479367470955e-6,0,9.02296344195979e-5,0,1.807018716682556e-5,2.4365835405117672e-6
Obscuribacteraceae,2.1018391640494804e-4,2.0322950153345e-4,6.491462742938e-4,0,1.585991212382548e-4,2.138550114512449e-5
Oligoflexaceae,3.7869697091398175e-5,0,3.5216778838628e-4,0,6.174270223430832e-5,8.325384270895915e-6
Opitutaceae,7.133315189685552e-5,0,4.9177748052561e-4,0,1.1198269767908985e-4,1.509974387470104e-5
Oscillospiraceae,1.6209131091647046e-5,0,3.1473758753639e-4,0,5.909668658220025e-5,7.968595593150547e-6
Oxalobacteraceae,9.240955749984627e-4,4.6147633972349e-4,0.00721274703175156,0,0.0012736307911145072,1.717363408396702e-4
Oxobacteraceae,1.066695111869649e-6,0,5.86682311528307e-5,0,7.91082267484003e-6,1.066695111869649e-6
Paenibacillaceae,0.0011574942070025273,0.00101000228065031,0.0035206917850525,0,7.765672723712099e-4,1.0471230964522496e-4
Paludibacteraceae,2.8096429701535178e-5,0,5.7046187740971e-4,0,1.044160477210026e-4,1.4079457002491055e-5
Paracaedibacteraceae,1.4594833517618075e-5,0,1.7403411068569e-4,0,3.616004338766682e-5,4.8758192557259666e-6
Parachlamydiaceae,3.240076235308567e-5,0,2.4759718189389e-4,0,5.1079903075231515e-5,6.887612725591365e-6
Pedosphaeraceae,0.007203935989112735,0.00640256102440976,0.0320668336202849,7.41977369690225e-5,0.005944024730349663,8.014921311359705e-4
Peptococcaceae,7.627241455582764e-7,0,4.19498280057052e-5,0,5.6565136543606215e-6,7.627241455582764e-7
Peptostreptococcaceae,9.016589160719166e-5,6.17665225447807e-5,4.0745052386495e-4,0,1.0126154723787965e-4,1.365410424411871e-5
Phaselicystidaceae,4.794282181046731e-4,3.3899581905156e-4,0.00234778525590859,0,4.630361206404029e-4,6.243577777025455e-5
Phycisphaeraceae,1.3344179199853564e-5,0,1.7608389419314e-4,0,3.141680629867932e-5,4.236241297120783e-6
Pirellulaceae,2.2486800016978985e-5,0,7.0433557677257e-4,0,9.909222170242083e-5,1.3361592448589844e-5
Planococcaceae,0.0015131861941424984,8.7320991966468e-4,0.00868460939740281,0,0.0017288729099574792,2.331211756219515e-4
Pleomorphomonadaceae,6.6262932237216366e-6,0,2.0974914002852e-4,0,3.483052426505844e-5,4.696546933805003e-6
Polyangiaceae,0.005655895299719918,0.00515676567656766,0.0148079687820908,0.00318279407887303,0.002017428175623671,2.720299597069897e-4
Prevotellaceae,1.0339574423338665e-5,0,3.5982804007348e-4,0,5.0872666304272685e-5,6.859668925095811e-6
Propionibacteriaceae,1.0635715372240613e-4,7.2992700729927e-5,6.1447708000491e-4,0,1.3897949191781067e-4,1.8739990867239843e-5
Pseudomonadaceae,3.8610794313021716e-4,0,0.00742511955700982,0,0.0013816467643246338,1.863012116960903e-4
Pseudonocardiaceae,0.002271809867006755,0.00176373679620118,0.00941717910043702,1.3840830449827e-4,0.00174711618552254,2.355810983973201e-4
Puniceicoccaceae,1.370867690704831e-6,0,7.53977229887657e-5,0,1.0166626893813492e-5,1.370867690704831e-6
Pyrinomonadaceae,0.001280832662403282,4.0808755332962e-4,0.00922897796346078,0,0.0019946929377796995,2.6896434086149475e-4
Reyranellaceae,0.0020422162019772174,0.00184344316373656,0.00828325117608661,8.1490104772991e-4,0.0012718851538444864,1.7150095915819844e-4
Rhizobiaceae,6.143583379921702e-4,4.1949828005705e-4,0.00508699664618363,0,8.814102584355051e-4,1.1884933500218163e-4
Rhizobiales.Incertae.Sedis,0.0013279348984091522,0.00132674447670506,0.00293816326136122,1.6779931202282e-4,4.8124334734026946e-4,6.489083971763199e-5
Rhodanobacteraceae,0.002286275213842262,0.00209332162873928,0.00688488472735856,6.7506750675067e-4,0.001345751005831342,1.8146102860825208e-4
Rhodobacteraceae,1.6398406602849542e-5,0,3.5216778838628e-4,0,5.982374527745022e-5,8.066632167618594e-6
Rhodocyclaceae,9.938400694586681e-5,0,7.3158675234799e-4,0,1.772803183600964e-4,2.3904473251163352e-5
Rhodomicrobiaceae,7.727299613548886e-4,5.6150566704793e-4,0.00397010391446231,1.2289541600098e-4,6.923218611718545e-4,9.335266071647202e-5
Rhodospirillaceae,2.299720632222113e-4,1.8854406274746e-4,8.1031804983456e-4,0,2.131495828511886e-4,2.8741083888473755e-5
Rickettsiaceae,6.353817154247789e-6,0,7.40233543683032e-5,0,1.753449293637934e-5,2.364350545213928e-6
Rikenellaceae,8.396687927333214e-6,0,2.9506648831536e-4,0,4.167791498114967e-5,5.619848909609161e-6
Roseiflexaceae,1.6034383768627182e-4,0,0.001688162603822,0,3.161657813534541e-4,4.263178526081644e-5
Rs.E47.termite.group,7.1306120414031164e-6,0,1.5464017165059e-4,0,3.0593349013621535e-5,4.1252063394547205e-6
Rubritaleaceae,1.517993942330498e-5,0,4.0515902491728e-4,0,7.528606713489589e-5,1.0151571221549043e-5
Ruminococcaceae,1.753376765343292e-5,0,2.7267388203708e-4,0,4.9791518915139934e-5,6.713887040884652e-6
SC.I.84,0.0019471533413251403,9.9310903931901e-4,0.0157692909688527,0,0.0030261358115907856,4.080440695939198e-4
SM2D12,1.7161366080543095e-4,1.5083525019797e-4,9.0487056416712e-4,0,1.9330763450457297e-4,2.6065596119215553e-5
Saccharimonadaceae,1.4645215018276245e-4,9.46730623579904e-5,0.00116059485404044,0,2.096561434055059e-4,2.827002860971317e-5
Sandaracinaceae,8.986580422779788e-5,0,0.00249848065365656,0,3.7138946521327797e-4,5.0078145273417804e-5
Saprospiraceae,9.198679421185207e-6,0,4.276678596349e-4,0,5.843174003816619e-5,7.878934219443912e-6
Schlesneriaceae,6.367966580911381e-7,0,3.50238161950126e-5,0,4.722610412323073e-6,6.367966580911381e-7
Sedimentibacteraceae,7.111300745797673e-7,0,3.91121541018872e-5,0,5.273881783226696e-6,7.111300745797673e-7
Silvanigrellaceae,4.451818159193864e-6,0,7.69127232872498e-5,0,1.4988010021264107e-5,2.020982858986791e-6
Simkaniaceae,8.95346198535915e-6,0,1.1738926279543e-4,0,2.4056506993650616e-5,3.243778741293053e-6
Solibacteraceae,0.02204210252289461,0.0212753336628769,0.0491476689258575,0.0106919011920855,0.006335611400312101,8.542936669421934e-4
Solimonadaceae,1.6820191235032806e-4,1.3194601523034e-4,6.328053751233e-4,0,1.4619762720943067e-4,1.97132840314101e-5
Solirubrobacteraceae,0.05630713553087501,0.0545465029118376,0.141745000544405,0.00796812749003984,0.027892967392488064,0.0037610869559414296
Sphingobacteriaceae,3.6411876850861826e-4,2.073437382191e-4,0.00257183741346637,0,4.913662434071081e-4,6.625581074483044e-5
Sphingomonadaceae,0.008165444692324062,0.00731974893441001,0.0288575025572429,7.7052395629027e-4,0.005143628059304464,6.935666660290285e-4
Spirochaetaceae,7.306096312011758e-5,0,0.00121654501216545,0,2.3450132987209966e-4,3.162015286944339e-5
Spirosomaceae,2.9602281949475144e-6,0,6.29247420085578e-5,0,1.2715565712534886e-5,1.7145665309066674e-6
Spongiibacteraceae,1.4229001550961164e-6,0,7.82595085302864e-5,0,1.0552509977512002e-5,1.4229001550961162e-6
Sporichthyaceae,1.1499975366141327e-4,0,0.0015847550477383,0,2.536020015016951e-4,3.419568690656915e-5
Sporolactobacillaceae,1.0571848928278818e-6,0,5.81451691055335e-5,0,7.840293002770527e-6,1.0571848928278818e-6
